"tf","target","mor","likelihood","state","mor_cytoscape"
"PRDM14","GATAD2A",0.366787425218021,1,"activation",0.366787425218021
"PRDM14","GLI2",-0.00962118234229946,1,"inhibition",0.00962118234229946
"PRDM14","GMDS",-0.981933155363693,1,"inhibition",0.981933155363693
"PRDM14","GPC1",0.908695122114016,1,"activation",0.908695122114016
"PRDM14","GPRC5C",0.214221616363595,1,"activation",0.214221616363595
"PRDM14","GRAMD1B",0.207854961675005,1,"activation",0.207854961675005
"PRDM14","GRB10",-0.915780339477427,1,"inhibition",0.915780339477427
"PRDM14","GRHL3",0.722478662232367,1,"activation",0.722478662232367
"PRDM14","GRIK4",0.887814921966755,1,"activation",0.887814921966755
"PRDM14","HDAC5",-0.559065531945881,1,"inhibition",0.559065531945881
"PRDM14","HES2",-0.750773248211963,1,"inhibition",0.750773248211963
"PRDM14","IGDCC4",-0.00543306170102263,1,"inhibition",0.00543306170102263
"PRDM14","IGF1R",-0.151181216931816,1,"inhibition",0.151181216931816
"PRDM14","IGF2R",-0.854769890933513,1,"inhibition",0.854769890933513
"PRDM14","INHBB",0.895860063824985,1,"activation",0.895860063824985
"PRDM14","ISLR2",0.175134246899872,1,"activation",0.175134246899872
"PRDM14","ITGA11",0.781891154175023,1,"activation",0.781891154175023
"PRDM14","ITPKB",0.683652957211403,1,"activation",0.683652957211403
"PRDM14","KCNAB2",0.761207945003794,1,"activation",0.761207945003794
"PRDM14","KDM4B",0.294603619533633,1,"activation",0.294603619533633
"PRDM14","KDM6B",-0.847461570593253,1,"inhibition",0.847461570593253
"PRDM14","KIRREL",-0.693288161839053,1,"inhibition",0.693288161839053
"PRDM14","KIRREL3",0.271484040082579,1,"activation",0.271484040082579
"PRDM14","KLHDC7A",0.406462881928783,1,"activation",0.406462881928783
"PRDM14","LHX2",0.491010622616894,1,"activation",0.491010622616894
"PRDM14","LINGO1",0.756628080861099,1,"activation",0.756628080861099
"PRDM14","LRRK1",-0.621907317297927,1,"inhibition",0.621907317297927
"PRDM14","MACF1",-0.00284708346650122,1,"inhibition",0.00284708346650122
"PRDM14","MAD1L1",0.245203255767024,1,"activation",0.245203255767024
"PRDM14","MAP7D1",-0.973355521955143,1,"inhibition",0.973355521955143
"PRDM14","MATN1",0.483465120744894,1,"activation",0.483465120744894
"PRDM14","MCF2L",0.186108004501351,1,"activation",0.186108004501351
"PRDM14","MEF2D",-0.6556410305673,1,"inhibition",0.6556410305673
"PRDM14","MEGF6",-0.690444982584265,1,"inhibition",0.690444982584265
"PRDM14","MEIS1",-0.95664680396145,1,"inhibition",0.95664680396145
"PRDM14","MGAT5B",-0.524677978344418,1,"inhibition",0.524677978344418
"PRDM14","MNT",-0.319886832186534,1,"inhibition",0.319886832186534
"PRDM14","NADK",0.258111418402125,1,"activation",0.258111418402125
"PRDM14","NFATC2",0.200410010791089,1,"activation",0.200410010791089
"PRDM14","NFIA",0.642285452934175,1,"activation",0.642285452934175
"PRDM14","NFIC",-0.785491827479121,1,"inhibition",0.785491827479121
"PRDM14","NGEF",0.899343388606705,1,"activation",0.899343388606705
"PRDM14","NR4A1",-0.816850002520681,1,"inhibition",0.816850002520681
"PRDM14","NRP2",-0.763483411615977,1,"inhibition",0.763483411615977
"PRDM14","NTN1",0.13913267445753,1,"activation",0.13913267445753
"PRDM14","NTRK1",0.187270099055719,1,"activation",0.187270099055719
"PRDM14","NXN",-0.74969928861829,1,"inhibition",0.74969928861829
"PRDM14","OTX1",0.25704415681693,1,"activation",0.25704415681693
"PRDM14","PADI2",0.243795853935512,1,"activation",0.243795853935512
"PRDM14","PAX7",-0.524677978344418,1,"inhibition",0.524677978344418
"PRDM14","PDGFRB",0.6615348466429,1,"activation",0.6615348466429
"PRDM14","PEAR1",0.193161448705342,1,"activation",0.193161448705342
"PRDM14","PHC2",0.205351433813278,1,"activation",0.205351433813278
"PRDM14","PHLDB1",0.293024892624114,1,"activation",0.293024892624114
"PRDM14","PKDCC",0.264289648021605,1,"activation",0.264289648021605
"PRDM14","PKNOX2",0.306799939066206,1,"activation",0.306799939066206
"PRDM14","PLEKHG5",-0.0152586630750566,1,"inhibition",0.0152586630750566
"PRDM14","PLXNA2",0.912668255660233,1,"activation",0.912668255660233
"PRDM14","PREX1",0.877240612684391,1,"activation",0.877240612684391
"PRDM14","PRMT8",0.970768113057864,1,"activation",0.970768113057864
"PRDM14","PTCH1",0.230020004692232,1,"activation",0.230020004692232
"PRDM14","PTH1R",-0.00657969910170138,1,"inhibition",0.00657969910170138
"PRDM14","PTMA",-0.00284708346650122,1,"inhibition",0.00284708346650122
"PRDM14","PTPRU",0.557728931571287,1,"activation",0.557728931571287
"PRDM14","RAB25",0.169314561501842,1,"activation",0.169314561501842
"PRDM14","RAI1",-0.820806465536105,1,"inhibition",0.820806465536105
"PRDM14","RASGRF1",-0.0435664995768886,1,"inhibition",0.0435664995768886
"PRDM14","RCOR2",-0.00737785005579421,1,"inhibition",0.00737785005579421
"PRDM14","RFX4",-0.629839353024625,1,"inhibition",0.629839353024625
"PRDM14","RGMA",0.305790796044192,1,"activation",0.305790796044192
"PRDM14","RNF220",-0.950169613427294,1,"inhibition",0.950169613427294
"PRDM14","RPS6KA2",-0.538732456703157,1,"inhibition",0.538732456703157
"PRDM14","RPTOR",-0.0997076901743769,1,"inhibition",0.0997076901743769
"PRDM14","RSPO1",0.936526315995488,1,"activation",0.936526315995488
"PRDM14","RUNX1",-0.872004137398179,1,"inhibition",0.872004137398179
"PRDM14","RUNX3",0.158767549230573,1,"activation",0.158767549230573
"PRDM14","SDK2",0.78062528873537,1,"activation",0.78062528873537
"PRDM14","SEMA4A",0.749746791291477,1,"activation",0.749746791291477
"PRDM14","SEPT9",0.693611394471686,1,"activation",0.693611394471686
"PRDM14","SFXN5",-0.21440720403431,1,"inhibition",0.21440720403431
"PRDM14","SH3BP4",0.246616049766876,1,"activation",0.246616049766876
"PRDM14","SHANK2",-0.800786539028074,1,"inhibition",0.800786539028074
"PRDM14","SIM2",0.870165023241991,1,"activation",0.870165023241991
"PRDM14","SLC12A5",-0.977277906628537,1,"inhibition",0.977277906628537
"PRDM14","SLC22A23",-0.524677978344418,1,"inhibition",0.524677978344418
"PRDM14","SLIT3",-0.81025473199909,1,"inhibition",0.81025473199909
"PRDM14","SMAD6",-0.524677978344418,1,"inhibition",0.524677978344418
"PRDM14","SOX13",-0.524677978344418,1,"inhibition",0.524677978344418
"PRDM14","SOX9",0.930141289627849,1,"activation",0.930141289627849
"PRDM14","SREBF1",-0.00221536235560399,1,"inhibition",0.00221536235560399
"PRDM14","TACC2",0.651092419959296,1,"activation",0.651092419959296
"PRDM14","TAL1",0.272956836914073,1,"activation",0.272956836914073
"PRDM14","TBC1D16",0.506361806910782,1,"activation",0.506361806910782
"PRDM14","TBCD",0.742283966288191,1,"activation",0.742283966288191
"PRDM14","TCF7L1",-0.136563706439507,1,"inhibition",0.136563706439507
"PRDM14","TFAP2A",-0.797755388269391,1,"inhibition",0.797755388269391
"PRDM14","TMCO4",-0.937928703054236,1,"inhibition",0.937928703054236
"PRDM14","TMEM59L",0.272956836914073,1,"activation",0.272956836914073
"PRDM14","TNS1",0.365022300788457,1,"activation",0.365022300788457
"PRDM14","TNS3",0.779205727571099,1,"activation",0.779205727571099
"PRDM14","TP53I11",-0.753583840546739,1,"inhibition",0.753583840546739
"PRDM14","TRIM2",0.703402904506918,1,"activation",0.703402904506918
"PRDM14","TRIO",0.940180553234395,1,"activation",0.940180553234395
