"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","nb_enhancer_changed"
"60","ABHD14A",-0.470882704422752,231.849431994106,-0.0874117293319688,0.930701363342372,1,-4.59938674323068,0,0,9,9,0
"61","ABHD14B",-2.38160591046843,795.314688446749,-2.30842931771953,0.0252467980787194,0.649909520802128,-4.57841608261946,0,0,10,10,0
"62","ABHD15",-1.67478517618047,628.486499589942,-0.519646776459061,0.605655108870222,0.974794084884177,-4.59824668895066,1,0,2,3,1
"63","ABHD2",3.01966454654355,7642.91259836278,1.07705303205697,0.286743553662261,0.839540017505306,-4.59446840545024,0,0,10,10,0
"64","ABHD3",2.45653479577598,1414.92753322134,1.32099504469368,0.192653917742824,0.786537995570074,-4.59205707572484,0,1,1,2,1
"65","ABHD4",-1.58140878217893,1374.77553858526,-0.161115466111178,0.87266652333081,1,-4.59930676142676,3,0,10,13,3
"66","ABHD5",-2.93428181402545,4165.40890437133,-0.899482698332886,0.372805529426331,0.876576135306524,-4.59594227016083,0,1,0,1,1
"67","ABHD8",-1.10947683299824,460.345850950987,-0.191061754289729,0.849268598923412,1,-4.59926073822847,0,0,1,1,0
"68","ABI1",2.78956299918552,11377.5228019348,0.428995321539722,0.669811469757381,0.998899028911689,-4.59861899036993,1,0,13,14,1
"69","ABI3BP",-2.06916298886952,147.42862080068,-1.32187068034536,0.192364278724397,0.786074743837584,-4.59204764675231,0,0,1,1,0
"70","ABL1",-2.37658465420772,5940.13797293784,-0.341745089781127,0.734007635003639,1,-4.59891103055417,0,0,20,20,0
"71","ABL2",2.78249657369627,2750.82366056303,2.26888861016137,0.0277257311986719,0.655951005102692,-4.57906176180641,0,0,1,1,0
"72","ABLIM1",3.49220796183365,6429.71275147666,1.78771700278915,0.0800217568736537,0.7072906254879,-4.58630925996208,4,0,10,14,4
"73","ABLIM2",1.27866132978262,56.0990975961082,0.703286750712066,0.485213531233349,0.922021731074706,-4.59728050708047,1,0,1,2,1
"74","ABLIM3",2.69112062018478,647.210166819704,0.710462498832646,0.480793495365268,0.920154375127216,-4.59723706925206,0,0,3,3,0
"75","ABR",-2.28558306347399,10267.3585147215,-0.120029700295942,0.904951616600705,1,-4.59935719153851,0,0,3,3,0
"76","ABT1",1.51440052169325,1037.64983286204,0.273798985141842,0.785392780974111,1,-4.59909306517466,5,0,31,36,5
"77","ABTB1",-3.33250693227449,9296.32648310902,-0.8080499534821,0.422976980017355,0.895169317932515,-4.59660457534869,0,0,13,13,0
"78","ABTB2",2.82489397609237,901.713138427273,1.61191994299868,0.113418282398079,0.734621289808848,-4.5886377767126,3,0,31,34,3
"79","ACAA1",-2.38920694623173,5381.16031700767,-0.3033391177622,0.762918786199282,1,-4.5990188246257,1,0,8,9,1
"80","ACAA2",-2.63523557308456,2456.29762907615,-1.03730398672213,0.304698523500175,0.847474612775827,-4.59481945675699,0,0,9,9,0
"81","ACACA",3.33882344961221,11775.8635489906,1.41588308223796,0.1631504190931,0.767388347149882,-4.59100429097928,0,1,3,4,1
"82","ACACB",2.97570990801257,3487.5291263706,1.49183848933044,0.142167654603532,0.754205271921959,-4.59011734314228,0,0,2,2,0
"83","ACAD10",2.49932147102168,3118.72430521551,1.19449169858573,0.23804975736519,0.816536622512385,-4.59336185404182,0,0,5,5,0
"84","ACAD11",2.96276392346034,2353.80144272513,2.01759450478761,0.0491411216803849,0.694581450545649,-4.58299547949939,1,1,22,24,2
"85","ACAD8",1.41975177727186,3000.49564141167,0.0682044332547288,0.945901134680747,1,-4.59939980004216,3,1,28,32,4
"86","ACAD9",3.04157613515257,7887.88333686955,1.76129173471891,0.0844431789638778,0.709904458553193,-4.58667112676575,1,0,1,2,1
"87","ACADL",-0.205275933463221,1.94976533415613,-0.941393977320838,0.351132362802019,0.868852669586187,-4.59561650014839,0,0,7,7,0
"88","ACADM",3.09291821554033,9568.33469985558,0.668701680256216,0.506831653666548,0.930268671828345,-4.59748391707061,1,3,13,17,4
"89","ACADS",2.09897044405946,2233.44657206726,0.326937406085866,0.745111155345166,1,-4.59895409863049,2,0,8,10,2
"90","ACADSB",2.8349233558163,1690.13844765806,2.26747726131688,0.0278180820013224,0.655951005102692,-4.57908468112859,2,0,7,9,2
"91","ACADVL",3.5922210517119,43940.2949786585,0.970091499842166,0.336776775299042,0.861024544585868,-4.59538549401103,2,0,11,13,2
"92","ACAP1",3.59555484290998,18287.7655733185,1.95177109669026,0.0567070732989144,0.696897404501674,-4.58397378086418,3,0,27,30,3
"93","ACAP2",3.02813076998978,13500.6987583447,0.470831705567189,0.639855330277273,0.988067191881087,-4.598455851931,1,1,5,7,2
"94","ACAP3",2.60818821927501,2969.41972670777,0.89129732144856,0.377136100097373,0.877430042100815,-4.59600427634076,1,0,16,17,1
"95","ACAT1",-2.59273546735118,3586.69771456786,-0.693148867682328,0.491496628786483,0.924099737667247,-4.59734115411623,0,0,8,8,0
"96","ACAT2",2.71540654596825,1694.56289991928,2.31145356949117,0.0250655957056653,0.649823788672128,-4.57836641745087,1,1,19,21,2
"97","ACBD3",2.63337512274182,3105.1926587304,1.14352244249238,0.258391251250541,0.825816739443496,-4.59385471096212,2,0,5,7,2
"98","ACBD4",2.46519972850467,1362.00349220477,1.9149068405879,0.0613658276239001,0.696897404501674,-4.58451158751932,0,0,2,2,0
"99","ACBD6",2.65861286302454,3550.74854024602,1.14203723345305,0.259002081920839,0.825816739443496,-4.59386878440964,9,1,37,47,10
"100","ACBD7",-0.254451309585221,39.1536255741007,-0.0319018658975125,0.974680218626657,1,-4.59941567722821,1,0,17,18,1
"101","ACCSL",1.06847074488197,9.25918971089115,1.1928419477453,0.238689376859511,0.816536622512385,-4.59337810597773,1,0,3,4,1
"102","ACD",1.95047467035967,1942.53228474148,0.289683731111352,0.773283456107854,1,-4.59905408162589,4,0,24,28,4
"103","ACE",3.27063598354761,1324.35138261071,2.85791488317034,0.00624908013325921,0.565705210983799,-4.56882273404483,0,0,2,2,0
"104","ACHE",-2.70325966157599,469.597138505984,-1.85700391372085,0.0693414515788612,0.69857987853362,-4.58534128164615,1,0,6,7,1
"105","ACIN1",3.2933874248117,26407.9452934239,0.926387651251531,0.358796037813986,0.872267511128482,-4.5957347304063,4,1,19,24,5
"106","ACMSD",0.353208328898344,27.7448455921428,0.0625844266616162,0.950352648301311,1,-4.59940301116353,0,0,9,9,0
"107","ACN9",-1.08795395655533,386.940102811962,-0.177074497472034,0.860181570108369,1,-4.5992832063079,1,0,6,7,1
"108","ACO1",-2.20352460974428,2278.98936026649,-0.731710295058228,0.467839053307109,0.916506358730049,-4.59710596926968,0,0,16,16,0
"109","ACO2",2.49031123743866,9421.8632350295,0.44110164854155,0.661084356293018,0.995748725176273,-4.59857331710879,2,0,6,8,2
"110","ACOT11",2.12022877017766,1574.63991727358,0.308553653233143,0.758972282197877,1,-4.59900493593866,0,0,1,1,0
"111","ACOT12",0.767583436169236,11.0784158629098,1.26016617443337,0.213592399875151,0.803252808654305,-4.5926988080173,0,0,11,11,0
"112","ACOT13",1.14103511856915,531.405550606101,0.193887327908713,0.847067601571205,1,-4.59925599275452,2,0,9,11,2
"113","ACOT8",1.4056781987197,546.220596094292,0.468593260043476,0.641443460902479,0.988340897318939,-4.59846495816084,0,0,1,1,0
"114","ACOX2",-1.40556166099589,43.9636482017108,-0.978107927650932,0.332837150587504,0.85819161004074,-4.59531981744364,2,0,13,15,2
"115","ACOXL",-1.466584246708,26.2320108616473,-2.21071706890753,0.0317660348440792,0.667852257724947,-4.57999899995736,0,1,9,10,1
"116","ACP1",-1.91552956233262,3201.84300492089,-0.160955001445282,0.872792228643983,1,-4.59930698700466,0,2,1,3,2
"117","ACP2",-1.43519469836698,787.539509603541,-0.364154305675415,0.717313320570298,1,-4.59884226184456,2,0,0,2,2
"118","ACP6",-2.32846984422655,697.899309344102,-1.57821900669918,0.1209656562604,0.739567006161573,-4.58906238027569,2,1,22,25,3
"119","ACPL2",1.84339852129274,543.797820484023,0.52754938733698,0.600198678021011,0.973733336871315,-4.59821092989187,0,0,2,2,0
"120","ACPP",-2.33958465072821,3291.82689198593,-0.167412167917884,0.867736442554466,1,-4.59929773257508,1,0,0,1,1
"121","ACRBP",-2.57051890983304,788.881964674533,-2.08028660579675,0.0427633361241458,0.680681114376166,-4.58204288077828,4,2,15,21,6
"122","ACRV1",-0.810882116184784,54.1235243270169,-0.347329631453293,0.729834773792217,1,-4.5988942972816,0,1,2,3,1
"123","ACSBG1",-1.45962846968896,86.695952008663,-0.638406099613771,0.526189276950719,0.938867027843429,-4.59765397110376,0,0,1,1,0
"124","ACSBG2",0.0304191695759031,28.4883490256813,0.162469541701945,0.871605895662157,1,-4.59930484896304,0,0,13,13,0
"125","ACSF2",2.68234855135844,1393.75404801028,1.99078719226083,0.0521101528432095,0.696897404501674,-4.58339665328131,2,0,6,8,2
"126","ACSF3",3.0383470261118,6649.40163140771,1.34930720068202,0.183455266734463,0.778520226598933,-4.59174948475567,0,0,2,2,0
"127","ACSL1",-3.35658750566369,15505.6586519365,-0.378660356112876,0.706579826228174,1,-4.59879544346174,2,0,20,22,2
"128","ACSL3",2.9179087298854,2932.79922275191,1.06434195947451,0.292403418309203,0.842979631014627,-4.5945819726468,2,2,29,33,4
"129","ACSL5",2.90595825000975,7713.6267740797,1.21656843313722,0.229610272739389,0.813835687306218,-4.59314245976821,0,0,3,3,0
"130","ACSL6",-3.02760209456993,3596.14487656906,-0.544626810466406,0.58848639973816,0.969720569046126,-4.5981318543649,3,0,18,21,3
"131","ACSM3",-2.97253361096706,1732.95886753721,-1.89066424272807,0.0646044531281539,0.696897404501674,-4.5848612214687,1,0,3,4,1
"132","ACSM4",0.614675509147335,5.24722480539545,0.730718124110186,0.468439494624452,0.916746402437504,-4.59711217334436,0,1,5,6,1
"133","ACSS1",-3.04844685225417,6457.80125902506,-1.16866737355328,0.248205718704915,0.818448507996174,-4.59361396205797,0,0,11,11,0
"134","ACTA1",-2.47841182412879,213.765124608893,-2.64159263287663,0.0110506865550777,0.593196285517271,-4.57272475923557,3,0,3,6,3
"135","ACTA2",2.34822934748826,2377.43006760184,0.537269644437229,0.593518850871807,0.971958097720202,-4.59816622272485,2,0,10,12,2
"136","ACTB",-5.36582918172419,1835933.70999878,-3.30094849227828e-05,0.999973796591887,1,-4.5994201240287,4,0,18,22,4
"137","ACTBL2",-0.263334038131884,0.0619609501486786,-1.02889365214197,0.308594141257026,0.849755043597637,-4.5948921891903,0,0,4,4,0
"138","ACTG1",4.15501262021078,439620.571800087,0.0676123221675874,0.946370056452531,1,-4.59940015135975,3,0,10,13,3
"139","ACTG2",0.304579466584422,4.70111419674784,0.244797510442474,0.807637977246915,1,-4.59915860150003,0,0,18,18,0
"140","ACTL6A",-2.11734437884859,3674.00288633862,-0.405050530963208,0.687207639011832,1,-4.59870563702845,1,2,5,8,3
"141","ACTL7A",0.540994258371226,12.6496975127585,0.136972274714762,0.891615332213598,1,-4.59933817867964,0,0,4,4,0
"142","ACTL7B",0.293518006099678,1.7747027163506,1.78750827618794,0.0800559058961805,0.7072906254879,-4.58631213424839,0,0,6,6,0
"143","ACTL9",0.30212455156289,0.516880949770853,0.431210161466422,0.668211369573461,0.998670052837553,-4.5986107280396,1,0,6,7,1
"144","ACTN1",-4.04873752285387,35188.9577466415,-1.52670523980238,0.133279586887574,0.749751687802115,-4.58969735931337,2,0,6,8,2
"145","ACTN3",-0.659939975601302,40.8887639792723,-0.232044268019854,0.817472380061732,1,-4.5991851117578,0,0,3,3,0
"146","ACTN4",3.99857505747622,103289.774995641,0.910951581337697,0.36679143281941,0.874594832490859,-4.59585449943789,0,0,3,3,0
"147","ACTR10",1.58612937585566,3577.85180393761,0.138261531619776,0.890601741257536,1,-4.59933662939521,0,0,2,2,0
"148","ACTR1A",2.44958479184723,6684.47139160696,0.478529345541011,0.634407022953751,0.986093588102527,-4.59842421195753,4,0,10,14,4
"149","ACTR1B",-2.31087388434372,5380.45827919281,-0.348996676884236,0.728590720118461,1,-4.59888925016817,0,0,14,14,0
"150","ACTR2",3.32731301423216,39208.9767107544,0.540228194411319,0.591492701032078,0.971741350038781,-4.59815245697623,2,1,5,8,3
"151","ACTR3",3.61498857191857,30932.7780602829,0.551993476880661,0.58346790116258,0.967200939893986,-4.59809698461746,2,2,30,34,4
"152","ACTR3B",1.69967399564978,836.301323825777,0.54525395921662,0.588058358697106,0.969720569046126,-4.5981289035899,2,1,20,23,3
"153","ACTR3C",1.71691818755607,312.643345198871,0.888554775507548,0.378594200557685,0.877584905421262,-4.59602493308973,0,0,2,2,0
"154","ACTR5",2.3115785684723,1156.91121314322,1.65840218511943,0.1036407162751,0.724761186383832,-4.58804042501994,0,0,1,1,0
"155","ACTR6",2.347860933616,1129.45681733313,1.77670229896941,0.0818405792584251,0.7072906254879,-4.58646059184884,0,0,3,3,0
"156","ACTR8",2.35862302328869,2179.22090411648,1.62958828641588,0.1096168761832,0.729067110330079,-4.58841230614814,2,0,21,23,2
"157","ACTRT2",0,0,0,1,1,-4.59942012403346,1,1,21,23,2
"158","ACVR1",2.60049249541697,2295.76966033163,0.935784390247152,0.353984555100932,0.869939053925964,-4.59566090316513,3,1,13,17,4
"159","ACVR1B",-2.34259327014076,1161.08883620235,-0.847888732394567,0.400632759689159,0.885465209706658,-4.596324210867,0,0,1,1,0
"160","ACVR1C",1.38284433731431,60.0378330156682,0.597391917145722,0.553003216715417,0.948984343570706,-4.5978720281092,0,0,6,6,0
"161","ACVR2A",-2.04577413964586,696.602247765846,-0.358720114646658,0.721349256929889,1,-4.59885933501729,1,1,17,19,2
"162","ACVRL1",2.20887132342311,144.707992999779,1.18870376394412,0.240299277595619,0.816560065215119,-4.59341878410221,0,0,2,2,0
"163","ACY1",-2.65218090327793,1710.67614341425,-1.55339709822337,0.126779623870195,0.745461678828348,-4.5893704825916,0,0,10,10,0
"164","ACYP1",1.21753806711922,620.360184743879,0.17119486273646,0.864777269459007,1,-4.59929214253211,3,0,20,23,3
"165","ACYP2",-0.0569183107456592,188.012480745943,-0.0389106265351752,0.969120131793968,1,-4.59941350875703,4,0,20,24,4
"166","ADA",3.36402640664214,16061.3790938435,0.772271746572574,0.443671495356718,0.905090398925611,-4.59684545842724,2,0,2,4,2
"167","ADAD2",0.158066848923833,2.11757626351842,0.866934337628744,0.390213843707404,0.881205048939734,-4.59618568637311,2,1,19,22,3
"168","ADAM10",3.74742429271844,25788.8196755738,1.83083754950134,0.0732240633148596,0.701285810794373,-4.58571006532705,4,1,49,54,5
"169","ADAM11",1.34435631684391,120.177145713181,0.501106919232036,0.618545124047563,0.979427140215977,-4.59832850794298,0,0,1,1,0
"170","ADAM12",1.3358536718268,88.5655578145356,0.662359995520074,0.510851563695233,0.932360374646252,-4.59752014352171,0,0,7,7,0
"171","ADAM15",2.9996356567946,9067.98971082198,0.513759979050024,0.609734526079484,0.976355323599886,-4.59827298340468,0,0,4,4,0
"172","ADAM17",-2.72990535127352,6960.36076613372,-0.500623269881097,0.618883035208715,0.979476470258282,-4.59833060340094,2,1,11,14,3
"173","ADAM19",-2.03415284110544,3520.49176019745,-0.065299962152784,0.948201509535875,1,-4.59940149402378,0,2,20,22,2
"174","ADAM23",-1.91609418583701,217.521813900733,-0.612987995244535,0.542725989421759,0.943642717604054,-4.59779076287934,0,1,0,1,1
"175","ADAM30",0.725804382020569,2.0429165969929,0.515032888961217,0.608851362035408,0.976047641213657,-4.59826732255805,12,0,50,62,12
"176","ADAM33",-0.510598207575985,2.23504227711917,-1.7414278680347,0.0878993584263225,0.712256725109886,-4.58694043549527,0,0,1,1,0
"177","ADAM7",-0.735299117390606,1.26299473942013,-0.585558664871881,0.560865995450506,0.9535502241991,-4.59793232946954,0,1,1,2,1
"178","ADAM9",-2.39596319626513,8986.58306701592,-0.0955200658706497,0.924292279782142,1,-4.59938026438547,2,0,12,14,2
"179","ADAMDEC1",1.68504599182929,273.012320176469,0.102210192344453,0.919007986980876,1,-4.59937448662833,0,0,3,3,0
"180","ADAMTS1",-2.47702769489975,395.288595268632,-1.48034709820249,0.145197728084524,0.75658858670575,-4.59025400618711,1,1,19,21,2
"181","ADAMTS10",3.52327300972178,2466.91663843332,3.0071928947607,0.00415649697878677,0.55401537736098,-4.56605306335653,0,0,7,7,0
"182","ADAMTS12",0.235656164090365,2.48381812731416,0.741260943677222,0.462081731593875,0.914386824075198,-4.59704583705,0,2,4,6,2
"183","ADAMTS13",1.88963905514188,416.398325749107,1.06229021530106,0.293324201865214,0.842979631014627,-4.59460018904669,0,0,2,2,0
"184","ADAMTS15",-0.0185906932334385,1.40245403816009,-0.0173189573227458,0.986252661675156,1,-4.59941881344672,0,1,24,25,1
"185","ADAMTS16",0.119974327695049,3.6770690892624,0.764027102925221,0.448523526492816,0.906814132864543,-4.59689949582815,0,1,3,4,1
"186","ADAMTS17",1.96407954350893,318.661115688852,0.507549980045544,0.614051506155258,0.978139915583477,-4.59830040370505,1,1,10,12,2
"187","ADAMTS18",1.91806036775914,36.9443046362833,1.19173223756672,0.239120321733779,0.816536622512385,-4.5933890266819,0,0,13,13,0
"188","ADAMTS19",0.181920810938663,0.492351878206077,0.288346337907525,0.774300839398868,1,-4.5990574479646,0,1,1,2,1
"189","ADAMTS3",-2.35223582340821,185.591946570849,-2.01088931152816,0.0498696926866806,0.695201680966707,-4.58309617385601,0,0,1,1,0
"190","ADAMTS4",0.812586130026272,15.4244975652045,0.131300100615761,0.896076841302464,1,-4.59934482271627,4,0,9,13,4
"191","ADAMTS5",-2.07677480365301,101.70811239738,-1.40720344124108,0.165694177861144,0.768823312534158,-4.59110316768399,0,2,5,7,2
"192","ADAMTS6",1.81268942559081,407.358848084816,0.573762218801252,0.568759462844793,0.959189601305832,-4.59799127547148,1,3,37,41,4
"193","ADAMTS8",0.341420052588992,10.4741725683505,0.0772850771454636,0.938712248299973,1,-4.59939402866734,0,1,32,33,1
"194","ADAMTS9",-1.7967061418799,61.6455419347429,-0.876576502791792,0.385004413679708,0.878446861422219,-4.59611445348216,0,0,8,8,0
"195","ADAMTSL1",-0.320801183062413,1.44411299464226,-1.71173660639965,0.0932840435991794,0.717126660643005,-4.58733859915897,1,0,2,3,1
"196","ADAMTSL2",-1.12605053370043,16.6572571455136,-1.21095043103484,0.231736822151808,0.814982350327013,-4.59319862747615,0,0,1,1,0
"197","ADAMTSL3",-0.147426962031541,5.38253258669639,-0.391694344977054,0.696986523575072,1,-4.59875183495436,0,1,0,1,1
"198","ADAMTSL4",-3.32435647576324,8563.48640279464,-0.651034230461735,0.518073333077338,0.935865688812923,-4.59758401251533,4,1,23,28,5
"199","ADAP1",-2.20712405192091,2362.66309487194,-0.275555908589273,0.784050738432395,1,-4.59908886084398,0,0,1,1,0
"200","ADAR",3.1728270113158,61083.8997628073,0.245669414585591,0.80696674984858,1,-4.59915673752544,3,0,11,14,3
"201","ADARB1",-2.58328668395798,2020.64967635782,-1.50600578020109,0.138501144192206,0.752312226392697,-4.58994765558101,1,1,10,12,2
"202","ADAT1",2.43399317902392,2012.97903351478,1.45217631393363,0.152841597315328,0.759729423165116,-4.59058531447891,1,0,1,2,1
"203","ADAT2",2.21962811690984,1247.01750547738,0.887500980893021,0.379155410641933,0.877764529937754,-4.59603285437239,1,0,3,4,1
"204","ADC",1.5724177079305,73.9828444833312,1.05091966662183,0.298463429663685,0.843745800395163,-4.59470056197471,3,0,15,18,3
"205","ADCK2",-2.30653331785855,1495.59487719899,-0.840411779621292,0.404769715106882,0.887423101831215,-4.59637780060216,0,0,2,2,0
"206","ADCK4",-1.58882412278732,2054.13024812464,-0.154241028463909,0.8780547704563,1,-4.59931622431915,0,0,4,4,0
"207","ADCY10",-0.996450143296343,60.3135167378693,-0.651599054508688,0.517711892851685,0.935721597127357,-4.59758085251762,1,0,8,9,1
"208","ADCY2",1.90514396816404,297.888548776954,0.409543522259631,0.683930032239307,1,-4.59868975260539,0,0,3,3,0
"209","ADCY3",3.30665241837483,5119.73351560218,1.41015079151211,0.164826964775312,0.768823312534158,-4.59106964961798,0,0,2,2,0
"210","ADCY4",-1.38716061953272,1150.12035781961,-0.0961096574183153,0.923826440437393,1,-4.59937977089742,0,0,8,8,0
"211","ADCY5",-0.560576070339587,8.98325306155782,-1.18191500046419,0.242957406883829,0.818080303466335,-4.59348524523984,0,1,2,3,1
"212","ADCY7",3.69431060214192,19499.1699850965,1.59468276073922,0.117229407066849,0.734737593047964,-4.58885585071877,0,0,1,1,0
"213","ADCY8",0,0.0228026816289963,0,1,1,-4.59942012403346,0,0,23,23,0
"214","ADCY9",-2.21117685665672,1689.61604056609,-0.347425856315239,0.729762944799539,1,-4.59889400660387,0,0,5,5,0
"215","ADCYAP1R1",0.0348145544820408,0.239687794886035,0.0862357780436128,0.931631267192613,1,-4.59938763519905,0,0,1,1,0
"216","ADD1",3.40443359777951,25675.4375137841,1.06493044067564,0.292139688911994,0.842979631014627,-4.59457674191787,1,0,17,18,1
"217","ADD2",-3.34230690169505,3078.434469061,-1.54857061797446,0.127935752740694,0.747185079402638,-4.58942993101034,0,1,13,14,1
"218","ADD3",3.72992637365177,19147.3032320819,1.71846840499804,0.0920398478125395,0.714808643109171,-4.58724878821228,0,1,11,12,1
"219","ADH4",0.365761479465892,7.13415422686226,0.845955917402689,0.401699657793895,0.886353524159736,-4.59633810685891,0,0,2,2,0
"220","ADH5",-1.6179975611884,4031.57468801916,-0.0984654104185084,0.921965418158324,1,-4.59937776884975,1,1,13,15,2
"221","ADH6",1.1123337149732,24.6726351585435,1.5712880207059,0.122567025141104,0.740484824276752,-4.58914880892857,0,0,1,1,0
"222","ADH7",0,0.0251484363671927,0,1,1,-4.59942012403346,0,1,1,2,1
"223","ADHFE1",2.42375780243119,1073.96577629732,1.52544334065164,0.1335933484374,0.749751687802115,-4.5897126983004,2,2,32,36,4
"224","ADI1",2.19794150389487,830.110818881137,1.4750719244248,0.146605667639977,0.757043534564474,-4.59031644858792,9,2,72,83,11
"225","ADIPOQ",-0.358538160616888,0.865695587468788,-1.97352424533249,0.0541029184579159,0.696897404501674,-4.58365300260058,3,0,17,20,3
"226","ADIPOR1",-3.53496190355844,16476.4313840369,-0.424674420486794,0.672937528659046,0.999471239033604,-4.59863498858447,1,0,0,1,1
"227","ADIPOR2",1.94393505878039,1768.59118211027,0.509181567447759,0.61291593718485,0.977687985931457,-4.59829323103313,0,0,4,4,0
"228","ADK",2.89857219117109,6342.72094189673,1.0786682129743,0.286029858437291,0.83927276097667,-4.5944538869317,0,0,10,10,0
"229","ADM",-0.960594807852355,585.550462202464,-0.0314736337027918,0.97501998144134,1,-4.59941579580724,3,0,26,29,3
"230","ADM2",-0.748547203961325,16.4330979329668,-0.808785681537178,0.422557628346024,0.895013829116485,-4.59659951336075,0,0,3,3,0
"231","ADNP",3.18671108771981,10187.906776799,1.41826753333716,0.162456945102211,0.767388347149882,-4.59097703802264,0,0,1,1,0
"232","ADO",-0.915855691480046,181.784959280182,-0.367163181887928,0.715082134815613,1,-4.59883269931739,1,1,27,29,2
"233","ADORA1",0.155918887414537,1.28249490337456,1.15447256877782,0.253919494116185,0.822909402776899,-4.59375044500746,1,0,18,19,1
"234","ADORA2A",-2.59175146354984,1010.53312969028,-1.26581974173227,0.211577664580671,0.803252808654305,-4.59264027464489,3,0,12,15,3
"235","ADORA2B",-1.4002850504249,203.056241358444,-0.436584435535018,0.664335219613698,0.997155736704259,-4.59859050544559,1,0,0,1,1
"236","ADORA3",2.49546338060794,227.034802221949,2.04270097963019,0.0464943141747129,0.688028904094516,-4.58261638901053,4,0,7,11,4
"237","ADPGK",-2.52209297757663,3973.35644722065,-0.788436973554565,0.434248367612443,0.899836186611079,-4.59673790621734,3,0,15,18,3
"238","ADPRH",1.85349413334711,287.272374834758,0.938483703092938,0.352610211611168,0.869554194683097,-4.59563956738533,2,0,9,11,2
"239","ADPRHL1",1.29812039728753,47.204850484904,1.44868781845122,0.153809742143922,0.760953461133088,-4.59062597223913,0,0,1,1,0
"240","ADPRHL2",-1.72864266907023,744.128189430198,-0.602912080585638,0.549354412528736,0.946295818246118,-4.59784349701538,3,0,9,12,3
"241","ADRA1B",0.23984603557716,1.25221067929019,1.12002862749738,0.268174732002413,0.831518057701262,-4.59407540644076,1,0,26,27,1
"242","ADRA1D",0.921615401793375,5.25951889997889,1.36188996820251,0.17947637816251,0.776672899691131,-4.59161098749161,0,1,15,16,1
"243","ADRA2A",1.3285132460888,79.879700681792,0.597500247225035,0.552931493313069,0.948984343570706,-4.59787147065388,1,1,3,5,2
"244","ADRA2B",0.333998208127616,18.777547959456,0.0243181211432875,0.980697863953557,1,-4.5994175401094,0,0,22,22,0
"245","ADRB1",-0.948077332753394,153.241241118553,-0.0879064505554337,0.930310183034321,1,-4.59938636437266,4,0,14,18,4
"246","ADRB2",3.20104343498128,5671.25201254598,1.00833209744757,0.318260580498652,0.849764558250222,-4.59506771923133,2,0,21,23,2
"247","ADRBK1",2.46591082635778,55817.0813798741,0.0454938163732087,0.963899056412755,1,-4.59941108105755,2,0,6,8,2
"248","ADRM1",-1.68832020852262,5514.91959554545,-0.0974165672301894,0.922793940453145,1,-4.59937866619646,1,0,12,13,1
"249","ADSL",-2.66688619844254,13620.4700482996,-0.418911677100337,0.677115798831093,1,-4.59865607687445,1,0,3,4,1
"250","ADSS",-2.73810547807247,6553.15340379981,-0.681219826532411,0.498947137226665,0.927295549274027,-4.59741143186553,0,0,4,4,0
"251","AEBP1",-2.82695790753783,4195.79988175638,-0.361869677047039,0.719009115316004,1,-4.59884947064549,2,0,27,29,2
"252","AEN",-2.29996285840451,1376.40881799623,-0.814762493595816,0.419160269161168,0.89368152607054,-4.59655822975684,1,0,13,14,1
"253","AES",3.4298225190193,15046.0810268885,0.832759558131445,0.409030806906843,0.888544623355076,-4.5964321828209,0,0,4,4,0
"254","AFAP1",2.27454919700722,296.271129474701,1.24628791910588,0.218598579433222,0.80653972307162,-4.59284152157709,0,0,8,8,0
"255","AFAP1L1",2.11220819390979,95.0106927059706,1.46136202314185,0.150315191558907,0.759404579740513,-4.59047786643128,4,0,10,14,4
"256","AFAP1L2",2.30892687812133,332.901503851534,1.47637180372792,0.146257735164951,0.756688815855003,-4.59030107904883,0,0,1,1,0
"257","AFF1",-3.12609056468057,30295.80238884,-0.34216335997447,0.733694814060426,1,-4.59890978657429,4,0,27,31,4
"258","AFF4",3.3481141935886,11513.3326980278,1.59977448786085,0.116092992414996,0.734621289808848,-4.58879162890914,0,0,1,1,0
"259","AFG3L2",2.14955566297101,8516.5214251558,0.141761958870684,0.88785070158226,1,-4.5993323498893,0,0,1,1,0
"260","AFMID",-1.72988014381808,992.069337730648,-0.288670620318601,0.774054114133029,1,-4.59905663313759,1,0,4,5,1
"261","AFP",-0.0435765219619775,0.0102532992851712,-0.220917456200383,0.826076915981567,1,-4.59920708780415,0,0,1,1,0
"262","AFTPH",1.37959762977171,7457.32979103619,0.0321430254518253,0.974488882807061,1,-4.599415609745,5,0,22,27,5
"263","AGA",-2.53950863590403,2871.56988827713,-0.953512834757802,0.345021942923239,0.866894755961219,-4.59551973152714,0,1,3,4,1
"264","AGAP1",-1.38214979662278,1144.60183287855,-0.0501576020834846,0.960201197046731,1,-4.59940913204615,1,0,0,1,1
"265","AGAP2",2.5224192335487,4861.07542046019,0.639218717932981,0.525665007640742,0.938817977545425,-4.59764950915686,9,1,28,38,10
"266","AGAP3",-2.10015899190751,2380.890394653,-0.256170741805286,0.798894049614196,1,-4.59913376965227,2,0,15,17,2
"267","AGAP7",2.67048364041765,2633.56303356774,0.200483043213087,0.841934643180779,1,-4.5992446451746,3,1,36,40,4
