"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"RP11-559N14.5",4,0,4,8,50,4
"RP11-568N6.1",4,0,12,16,25,4
"RP11-571M6.7",4,0,8,12,33.3333333333333,4
"RP11-571M6.8",4,0,8,12,33.3333333333333,4
"RP11-589C21.5",4,0,9,13,30.7692307692308,4
"RP11-58K22.4",4,1,11,16,25,5
"RP11-58K22.5",4,1,11,16,25,5
"RP11-599B13.6",4,0,10,14,28.5714285714286,4
"RP11-599B13.7",4,0,10,14,28.5714285714286,4
"RP11-603J24.17",4,1,13,18,22.2222222222222,5
"RP11-613C6.2",4,0,6,10,40,4
"RP11-61E11.1",4,0,7,11,36.3636363636364,4
"RP11-659E9.2",4,0,13,17,23.5294117647059,4
"RP11-659E9.4",4,0,13,17,23.5294117647059,4
"RP11-662I13.2",4,0,7,11,36.3636363636364,4
"RP11-664D1.1",4,0,6,10,40,4
"RP11-67A1.2",4,0,12,16,25,4
"RP11-689P11.3",4,1,9,14,28.5714285714286,5
"RP11-69E9.1",4,0,5,9,44.4444444444444,4
"RP11-6N17.4",4,0,6,10,40,4
"RP11-727A23.10",4,1,27,32,12.5,5
"RP11-727F15.11",4,0,7,11,36.3636363636364,4
"RP11-727F15.9",4,0,7,11,36.3636363636364,4
"RP11-728F11.4",4,0,8,12,33.3333333333333,4
"RP11-73K9.2",4,0,13,17,23.5294117647059,4
"RP11-73M7.6",4,0,9,13,30.7692307692308,4
"RP11-74C1.2",4,0,11,15,26.6666666666667,4
"RP11-755B10.4",4,0,6,10,40,4
"RP11-761I4.3",4,0,7,11,36.3636363636364,4
"RP11-778D12.2",4,0,3,7,57.1428571428571,4
"RP11-794M8.1",4,0,15,19,21.0526315789474,4
"RP11-796E2.4",4,0,18,22,18.1818181818182,4
"RP11-7F18.2",4,1,8,13,30.7692307692308,5
"RP11-7O11.3",4,0,2,6,66.6666666666667,4
"RP11-816J6.3",4,0,7,11,36.3636363636364,4
"RP11-840I19.3",4,0,8,12,33.3333333333333,4
"RP11-84A14.5",4,0,3,7,57.1428571428571,4
"RP11-84C10.4",4,0,6,10,40,4
"RP11-84G21.1",4,0,6,10,40,4
"RP11-867G23.9",4,0,1,5,80,4
"RP11-881M11.2",4,0,7,11,36.3636363636364,4
"RP11-90L20.2",4,0,4,8,50,4
"RP13-225O21.2",4,0,6,10,40,4
"RP13-235E23.1",4,0,8,12,33.3333333333333,4
"RP3-403L10.3",4,0,3,7,57.1428571428571,4
"RP3-423B22.5",4,0,4,8,50,4
"RP3-467K16.2",4,0,7,11,36.3636363636364,4
"RP4-533D7.4",4,0,2,6,66.6666666666667,4
"RP4-616B8.4",4,0,22,26,15.3846153846154,4
"RP4-665N4.4",4,0,4,8,50,4
"RP4-673M15.1",4,0,8,12,33.3333333333333,4
"RP4-676L2.1",4,0,14,18,22.2222222222222,4
"RP4-800G7.2",4,0,19,23,17.3913043478261,4
"RP5-1007M22.2",4,0,15,19,21.0526315789474,4
"RP5-1057I20.2",4,0,9,13,30.7692307692308,4
"RP5-1077B9.5",4,0,6,10,40,4
"RP5-1096D14.3",4,0,2,6,66.6666666666667,4
"RP5-1103G7.4",4,0,5,9,44.4444444444444,4
"RP5-1120P11.1",4,0,11,15,26.6666666666667,4
"RP5-866L20.2",4,0,4,8,50,4
"RP5-940J5.6",4,0,8,12,33.3333333333333,4
"RPL15",4,0,8,12,33.3333333333333,4
"RPL23",4,0,1,5,80,4
"RPL34P26",4,0,5,9,44.4444444444444,4
"RPL38",4,0,2,6,66.6666666666667,4
"RPL39P",4,0,11,15,26.6666666666667,4
"RPL41",4,1,13,18,22.2222222222222,5
"RPP25",4,0,5,9,44.4444444444444,4
"RPS11P6",4,0,18,22,18.1818181818182,4
"RPS20P35",4,0,1,5,80,4
"RPS25",4,0,6,10,40,4
"RPS8",4,0,5,9,44.4444444444444,4
"RPS9",4,0,9,13,30.7692307692308,4
"RSPH3",4,0,11,15,26.6666666666667,4
"RSPH9",4,0,9,13,30.7692307692308,4
"RTFDC1",4,0,17,21,19.047619047619,4
"RTN2",4,0,12,16,25,4
"RXFP4",4,0,11,15,26.6666666666667,4
"S100A10",4,0,6,10,40,4
"S100A12",4,0,4,8,50,4
"SAMD4A",4,0,18,22,18.1818181818182,4
"SAP18",4,0,22,26,15.3846153846154,4
"SAR1B",4,0,6,10,40,4
"SARNP",4,0,8,12,33.3333333333333,4
"SBF2",4,0,15,19,21.0526315789474,4
"SCAMP5",4,0,8,12,33.3333333333333,4
"SCARB1",4,0,5,9,44.4444444444444,4
"SCARNA11",4,0,8,12,33.3333333333333,4
"SCFD2",4,0,12,16,25,4
"SCNN1A",4,0,2,6,66.6666666666667,4
"SEC23B",4,0,19,23,17.3913043478261,4
"SEC24B",4,0,7,11,36.3636363636364,4
"SEC24B-AS1",4,0,7,11,36.3636363636364,4
"SEC31B",4,0,14,18,22.2222222222222,4
"SELT",4,0,19,23,17.3913043478261,4
"SEMA4A",4,0,8,12,33.3333333333333,4
"SEMA7A",4,0,6,10,40,4
"SEPT1",4,0,6,10,40,4
"SEPT3",4,0,5,9,44.4444444444444,4
"SERP2",4,0,7,11,36.3636363636364,4
"SERPING1",4,0,4,8,50,4
"SFTPC",4,0,1,5,80,4
"SGK223",4,0,14,18,22.2222222222222,4
"SH3BGR",4,0,7,11,36.3636363636364,4
"SH3RF3",4,0,7,11,36.3636363636364,4
"SH3RF3-AS1",4,0,7,11,36.3636363636364,4
"SHISA7",4,0,10,14,28.5714285714286,4
"SIAH2",4,0,14,18,22.2222222222222,4
"SIAH2-AS1",4,0,14,18,22.2222222222222,4
"SIRT4",4,0,4,8,50,4
"SIT1",4,0,3,7,57.1428571428571,4
"SKAP1",4,1,11,16,25,5
"SLAMF6",4,0,11,15,26.6666666666667,4
"SLC12A5",4,0,7,11,36.3636363636364,4
"SLC16A13",4,0,7,11,36.3636363636364,4
"SLC16A14",4,0,7,11,36.3636363636364,4
"SLC16A6",4,0,3,7,57.1428571428571,4
"SLC25A32",4,0,1,5,80,4
"SLC25A39",4,0,4,8,50,4
"SLC26A1",4,0,0,4,100,4
"SLC29A1",4,0,14,18,22.2222222222222,4
"SLC30A3",4,0,12,16,25,4
"SLC33A1",4,0,4,8,50,4
"SLC39A10",4,0,2,6,66.6666666666667,4
"SLC39A2",4,0,6,10,40,4
"SLC39A5",4,0,10,14,28.5714285714286,4
"SLC39A9",4,1,15,20,20,5
"SLC4A3",4,0,6,10,40,4
"SLC5A2",4,0,6,10,40,4
"SLC6A6",4,0,13,17,23.5294117647059,4
"SLC7A11",4,0,9,13,30.7692307692308,4
"SLC9A4",4,0,9,13,30.7692307692308,4
"SLC9B1",4,0,20,24,16.6666666666667,4
"SLMO2",4,0,12,16,25,4
"SMARCA2",4,0,3,7,57.1428571428571,4
"SMC4",4,0,7,11,36.3636363636364,4
"SMCO1",4,0,5,9,44.4444444444444,4
"SMG7",4,0,14,18,22.2222222222222,4
"SMG7-AS1",4,0,14,18,22.2222222222222,4
"SNHG6",4,1,3,8,50,5
"SNORA1.4",4,0,6,10,40,4
"SNORA13",4,1,6,11,36.3636363636364,5
"SNORA14A",4,0,4,8,50,4
"SNORA21",4,0,1,5,80,4
"SNORA21.1",4,0,1,5,80,4
"SNORA26.6",4,0,9,13,30.7692307692308,4
"SNORA29",4,1,21,26,15.3846153846154,5
"SNORA30.1",4,0,5,9,44.4444444444444,4
"SNORA48.3",4,0,13,17,23.5294117647059,4
"SNORA58.2",4,0,8,12,33.3333333333333,4
"SNORA63.12",4,0,7,11,36.3636363636364,4
"SNORA63.8",4,1,8,13,30.7692307692308,5
"SNORA75",4,0,9,13,30.7692307692308,4
"SNORD111B",4,0,8,12,33.3333333333333,4
"SNORD112.1",4,0,8,12,33.3333333333333,4
"SNORD112.12",4,0,5,9,44.4444444444444,4
"SNORD112.30",4,0,19,23,17.3913043478261,4
"SNORD112.36",4,0,4,8,50,4
"SNORD118",4,0,10,14,28.5714285714286,4
"SNORD12C",4,0,3,7,57.1428571428571,4
"SNORD20",4,0,9,13,30.7692307692308,4
"SNORD38A",4,0,5,9,44.4444444444444,4
"SNORD46",4,0,5,9,44.4444444444444,4
"SNORD69",4,0,6,10,40,4
"SNORD78",4,0,8,12,33.3333333333333,4
"SNORD83.1",4,0,13,17,23.5294117647059,4
"SNORD87",4,1,3,8,50,5
"SNORD89",4,0,13,17,23.5294117647059,4
"SNORD91A",4,0,4,8,50,4
"SNORD91B",4,0,4,8,50,4
"SNORD94",4,0,15,19,21.0526315789474,4
"snoU13.1",4,0,17,21,19.047619047619,4
"snoU13.117",4,0,3,7,57.1428571428571,4
"snoU13.123",4,0,12,16,25,4
"snoU13.136",4,0,7,11,36.3636363636364,4
"snoU13.209",4,0,11,15,26.6666666666667,4
"snoU13.24",4,1,13,18,22.2222222222222,5
"snoU13.258",4,0,10,14,28.5714285714286,4
"snoU13.274",4,0,6,10,40,4
"snoU13.312",4,0,7,11,36.3636363636364,4
"snoU13.318",4,0,9,13,30.7692307692308,4
"snoU13.402",4,0,8,12,33.3333333333333,4
"snoU13.408",4,0,4,8,50,4
"snoU13.66",4,0,2,6,66.6666666666667,4
"SNX1",4,0,9,13,30.7692307692308,4
"SNX17",4,0,14,18,22.2222222222222,4
"SP2",4,0,6,10,40,4
"SPAG8",4,0,5,9,44.4444444444444,4
"SPRED3",4,0,5,9,44.4444444444444,4
"SPRY1",4,0,6,10,40,4
"SQSTM1",4,0,2,6,66.6666666666667,4
"SRD5A1",4,0,23,27,14.8148148148148,4
"SRSF3",4,0,4,8,50,4
"SSBP2",4,0,8,12,33.3333333333333,4
"SSC5D",4,0,15,19,21.0526315789474,4
"ST14",4,0,2,6,66.6666666666667,4
"ST3GAL4",4,0,12,16,25,4
"STAG1",4,0,17,21,19.047619047619,4
"STARD5",4,0,7,11,36.3636363636364,4
"STK17A",4,0,13,17,23.5294117647059,4
"STK32B",4,0,6,10,40,4
"STK38L",4,0,6,10,40,4
"STOM",4,0,5,9,44.4444444444444,4
"STX10",4,1,5,10,40,5
"STX16",4,0,7,11,36.3636363636364,4
"STX16-NPEPL1",4,0,7,11,36.3636363636364,4
"STX1B",4,0,15,19,21.0526315789474,4
"STX5",4,0,7,11,36.3636363636364,4
"STXBP3",4,0,2,6,66.6666666666667,4
"STXBP4",4,0,7,11,36.3636363636364,4
"STXBP5",4,0,12,16,25,4
"STXBP5-AS1",4,0,12,16,25,4
"SUGP1",4,0,7,11,36.3636363636364,4
"SUPT16H",4,0,6,10,40,4
"SUSD3",4,0,9,13,30.7692307692308,4
"SYK",4,1,12,17,23.5294117647059,5
"SYNE1",4,0,16,20,20,4
"SYTL1",4,0,0,4,100,4
"TACO1",4,0,2,6,66.6666666666667,4
"TAF1A",4,1,4,9,44.4444444444444,5
"TAF2",4,0,6,10,40,4
"TAF4",4,0,6,10,40,4
"TAF6L",4,0,7,11,36.3636363636364,4
"TAF8",4,0,6,10,40,4
"TAF9",4,0,13,17,23.5294117647059,4
"TANK",4,0,18,22,18.1818181818182,4
"TAS2R40",4,0,13,17,23.5294117647059,4
"TBC1D19",4,0,8,12,33.3333333333333,4
"TBC1D30",4,0,3,7,57.1428571428571,4
"TBC1D4",4,0,1,5,80,4
"TBC1D7",4,0,9,13,30.7692307692308,4
"TBC1D9B",4,0,7,11,36.3636363636364,4
"TBCCD1",4,0,15,19,21.0526315789474,4
"TBK1",4,0,12,16,25,4
"TBPL2",4,1,6,11,36.3636363636364,5
"TCAIM",4,0,1,5,80,4
"TCF12",4,0,7,11,36.3636363636364,4
"TCTN1",4,0,8,12,33.3333333333333,4
"TCTN3",4,0,11,15,26.6666666666667,4
"TDP1",4,0,5,9,44.4444444444444,4
"TECPR1",4,0,8,12,33.3333333333333,4
"TEKT2",4,0,4,8,50,4
"TET3",4,0,19,23,17.3913043478261,4
"TEX30",4,0,9,13,30.7692307692308,4
"TEX9",4,0,6,10,40,4
"TGFB1I1",4,0,6,10,40,4
"THAP1",4,0,5,9,44.4444444444444,4
"THAP11",4,0,3,7,57.1428571428571,4
"THAP6",4,0,15,19,21.0526315789474,4
"THOC7",4,0,13,17,23.5294117647059,4
"THOC7-AS1",4,0,13,17,23.5294117647059,4
"TIMELESS",4,0,7,11,36.3636363636364,4
"TLR1",4,0,5,9,44.4444444444444,4
"TLR6",4,0,5,9,44.4444444444444,4
"TMBIM1",4,0,12,16,25,4
"TMED9",4,0,3,7,57.1428571428571,4
"TMEM107",4,0,10,14,28.5714285714286,4
"TMEM11",4,0,4,8,50,4
"TMEM126A",4,0,8,12,33.3333333333333,4
"TMEM141",4,1,7,12,33.3333333333333,5
"TMEM158",4,0,3,7,57.1428571428571,4
"TMEM176A",4,0,7,11,36.3636363636364,4
"TMEM176B",4,0,7,11,36.3636363636364,4
"TMEM177",4,0,10,14,28.5714285714286,4
"TMEM182",4,0,10,14,28.5714285714286,4
"TMEM192",4,1,16,21,19.047619047619,5
"TMEM245",4,1,22,27,14.8148148148148,5
"TMEM52",4,0,1,5,80,4
"TMEM52B",4,0,4,8,50,4
"TMEM63B",4,0,11,15,26.6666666666667,4
"TMEM67",4,0,8,12,33.3333333333333,4
"TMEM72",4,1,12,17,23.5294117647059,5
"TMEM86B",4,0,10,14,28.5714285714286,4
"TMPRSS13",4,0,8,12,33.3333333333333,4
"TMTC4",4,0,16,20,20,4
"TMX2",4,1,7,12,33.3333333333333,5
"TMX2-CTNND1",4,1,7,12,33.3333333333333,5
"TNNI3",4,0,4,8,50,4
"TNNT1",4,0,7,11,36.3636363636364,4
"TNP2",4,0,13,17,23.5294117647059,4
"TOP2B",4,0,16,20,20,4
"TPCN2",4,0,3,7,57.1428571428571,4
"TPM1",4,0,8,12,33.3333333333333,4
"TPM3",4,0,5,9,44.4444444444444,4
"TPST1",4,0,8,12,33.3333333333333,4
"TRAPPC4",4,0,6,10,40,4
"TRAPPC9",4,0,1,5,80,4
"TREH",4,0,4,8,50,4
"TREML2",4,0,5,9,44.4444444444444,4
"TRIM24",4,0,13,17,23.5294117647059,4
"TRIM54",4,0,8,12,33.3333333333333,4
"TRIM66",4,0,4,8,50,4
"TRMT1",4,0,1,5,80,4
"TRMT10A",4,0,3,7,57.1428571428571,4
"TRMT44",4,1,9,14,28.5714285714286,5
"TSEN54",4,0,2,6,66.6666666666667,4
"TSSC2",4,0,5,9,44.4444444444444,4
"TSSC4",4,0,0,4,100,4
"TSSK4",4,0,21,25,16,4
"TTC4",4,0,3,7,57.1428571428571,4
"TTC7B",4,0,3,7,57.1428571428571,4
"TTYH2",4,0,2,6,66.6666666666667,4
"TUBA1C",4,0,6,10,40,4
"TUBB",4,0,13,17,23.5294117647059,4
"TUSC2",4,0,7,11,36.3636363636364,4
"TWF1",4,1,20,25,16,5
"TXNL4B",4,0,24,28,14.2857142857143,4
"TXNRD3",4,0,6,10,40,4
"U3.43",4,0,3,7,57.1428571428571,4
"U3.7",4,0,11,15,26.6666666666667,4
"UBA3",4,0,5,9,44.4444444444444,4
"UBA5",4,1,20,25,16,5
"UBE2D3",4,0,9,13,30.7692307692308,4
"UBE2E2",4,0,14,18,22.2222222222222,4
"UBE2E3",4,0,14,18,22.2222222222222,4
"UBE2W",4,2,12,18,22.2222222222222,6
"UBL7",4,0,5,9,44.4444444444444,4
"UBL7-AS1",4,0,5,9,44.4444444444444,4
"UBR2",4,0,8,12,33.3333333333333,4
"UBTD2",4,0,7,11,36.3636363636364,4
"UBXN1",4,0,6,10,40,4
"UCHL1",4,2,4,10,40,6
"UCHL1-AS1",4,2,4,10,40,6
"UCN",4,0,8,12,33.3333333333333,4
"UHRF1BP1L",4,1,18,23,17.3913043478261,5
"ULK3",4,0,8,12,33.3333333333333,4
"UMODL1",4,0,6,10,40,4
"UNC50",4,0,13,17,23.5294117647059,4
"USO1",4,0,12,16,25,4
"USP3",4,0,13,17,23.5294117647059,4
"USP3-AS1",4,0,9,13,30.7692307692308,4
"UST",4,0,19,23,17.3913043478261,4
"UTP6",4,0,9,13,30.7692307692308,4
"VAC14",4,0,6,10,40,4
"VAMP2",4,0,10,14,28.5714285714286,4
"VAMP3",4,0,2,6,66.6666666666667,4
"VANGL2",4,0,12,16,25,4
"VCAN-AS1",4,0,10,14,28.5714285714286,4
"VEZF1",4,0,12,16,25,4
"VNN2",4,0,11,15,26.6666666666667,4
"VOPP1",4,0,16,20,20,4
"VPS29",4,0,5,9,44.4444444444444,4
"VRK1",4,0,13,17,23.5294117647059,4
"WARS",4,0,10,14,28.5714285714286,4
"WASF2",4,0,3,7,57.1428571428571,4
"WBSCR28",4,0,7,11,36.3636363636364,4
"WDR27",4,0,14,18,22.2222222222222,4
"WDR33",4,1,9,14,28.5714285714286,5
"WDR45B",4,0,2,6,66.6666666666667,4
"WDR5B",4,0,13,17,23.5294117647059,4
"WDR64",4,0,11,15,26.6666666666667,4
"WISP1",4,0,17,21,19.047619047619,4
"WNK1",4,0,4,8,50,4
"WWTR1",4,0,13,17,23.5294117647059,4
"WWTR1-AS1",4,0,12,16,25,4
"XXbac-BPG252P9.9",4,0,13,17,23.5294117647059,4
"XXYLT1",4,0,13,17,23.5294117647059,4
"XXYLT1-AS1",4,0,12,16,25,4
"Y_RNA.249",4,0,14,18,22.2222222222222,4
"Y_RNA.495",4,0,17,21,19.047619047619,4
"Y_RNA.548",4,0,7,11,36.3636363636364,4
"Y_RNA.592",4,0,7,11,36.3636363636364,4
"Y_RNA.839",4,0,9,13,30.7692307692308,4
"YWHAQ",4,0,4,8,50,4
"Z69890.1",4,0,6,10,40,4
"ZBTB16",4,0,6,10,40,4
"ZBTB20",4,0,21,25,16,4
"ZBTB37",4,0,8,12,33.3333333333333,4
"ZBTB46",4,0,0,4,100,4
"ZC3H6",4,0,9,13,30.7692307692308,4
"ZEB1",4,0,9,13,30.7692307692308,4
"ZEB1-AS1",4,0,9,13,30.7692307692308,4
"ZFAS1",4,0,3,7,57.1428571428571,4
"ZFHX3",4,0,11,15,26.6666666666667,4
"ZFP36L1",4,0,16,20,20,4
"ZKSCAN2",4,0,7,11,36.3636363636364,4
"ZKSCAN7",4,0,5,9,44.4444444444444,4
"ZMYM4",4,0,7,11,36.3636363636364,4
"ZMYND15",4,0,4,8,50,4
"ZMYND8",4,0,11,15,26.6666666666667,4
"ZNF174",4,0,7,11,36.3636363636364,4
"ZNF195",4,0,5,9,44.4444444444444,4
"ZNF235",4,2,28,34,11.7647058823529,6
"ZNF326",4,0,10,14,28.5714285714286,4
"ZNF395",4,0,4,8,50,4
"ZNF444",4,0,6,10,40,4
"ZNF470",4,0,31,35,11.4285714285714,4
"ZNF513",4,0,8,12,33.3333333333333,4
"ZNF518B",4,0,12,16,25,4
"ZNF583",4,2,41,47,8.51063829787234,6
"ZNF585A",4,4,44,52,7.69230769230769,8
"ZNF621",4,0,8,12,33.3333333333333,4
"ZNF628",4,0,10,14,28.5714285714286,4
"ZNF639",4,0,23,27,14.8148148148148,4
"ZNF691",4,0,0,4,100,4
"ZNF692",4,0,7,11,36.3636363636364,4
"ZNF706",4,0,8,12,33.3333333333333,4
"ZNF764",4,0,3,7,57.1428571428571,4
"ZNF805",4,0,17,21,19.047619047619,4
"ZNFX1",4,0,3,7,57.1428571428571,4
"ZNHIT1",4,0,2,6,66.6666666666667,4
"ZPBP2",4,0,0,4,100,4
"ZSCAN32",4,0,7,11,36.3636363636364,4
"ZYX",4,0,14,18,22.2222222222222,4
"ZZZ3",4,1,10,15,26.6666666666667,5
"ABCA7",3,0,0,3,100,3
"ABCC3",3,0,9,12,25,3
"ABCC5-AS1",3,0,2,5,60,3
"ABHD14A",3,1,5,9,33.3333333333333,4
"ABHD14A-ACY1",3,1,5,9,33.3333333333333,4
"ABHD14B",3,1,5,9,33.3333333333333,4
"ABT1",3,1,30,34,8.82352941176471,4
"AC000403.1",3,0,15,18,16.6666666666667,3
"AC004691.5",3,0,8,11,27.2727272727273,3
"AC004893.11",3,0,12,15,20,3
"AC004941.3",3,0,4,7,42.8571428571429,3
"AC005703.2",3,0,5,8,37.5,3
"AC005703.3",3,0,5,8,37.5,3
"AC006042.6",3,0,7,10,30,3
"AC006435.1",3,1,9,13,23.0769230769231,4
"AC006994.2",3,0,12,15,20,3
"AC006994.3",3,0,12,15,20,3
"AC007038.7",3,0,7,10,30,3
"AC007163.6",3,0,9,12,25,3
"AC007271.3",3,0,9,12,25,3
"AC007405.8",3,4,18,25,12,7
"AC007421.1",3,0,7,10,30,3
"AC007773.2",3,0,7,10,30,3
"AC007773.3",3,0,7,10,30,3
"AC008781.7",3,0,4,7,42.8571428571429,3
"AC008937.2",3,0,12,15,20,3
"AC009065.1",3,0,0,3,100,3
"AC009303.1",3,1,5,9,33.3333333333333,4
"AC009336.1",3,1,32,36,8.33333333333333,4
"AC009501.4",3,1,11,15,20,4
"AC009506.1",3,0,8,11,27.2727272727273,3
"AC009961.3",3,0,6,9,33.3333333333333,3
"AC010136.2",3,0,0,3,100,3
"AC010295.1",3,1,9,13,23.0769230769231,4
"AC010468.2",3,0,9,12,25,3
"AC010733.4",3,0,5,8,37.5,3
"AC010761.6",3,0,2,5,60,3
"AC011465.1",3,0,5,8,37.5,3
"AC011558.5",3,0,0,3,100,3
"AC011899.9",3,0,18,21,14.2857142857143,3
"AC012363.4",3,1,15,19,15.7894736842105,4
"AC012456.4",3,0,6,9,33.3333333333333,3
"AC012506.4",3,0,3,6,50,3
"AC012613.2",3,0,3,6,50,3
"AC013264.2",3,0,9,12,25,3
"AC016712.1",3,0,6,9,33.3333333333333,3
"AC016738.3",3,0,6,9,33.3333333333333,3
"AC016738.4",3,0,4,7,42.8571428571429,3
"AC016910.1",3,0,4,7,42.8571428571429,3
"AC018755.2",3,0,12,15,20,3
"AC020922.1",3,0,5,8,37.5,3
"AC022431.2",3,0,21,24,12.5,3
"AC023593.1",3,0,2,5,60,3
"AC024580.1",3,0,4,7,42.8571428571429,3
"AC026956.1",3,1,8,12,25,4
"AC027281.1",3,0,21,24,12.5,3
"AC037459.4",3,0,10,13,23.0769230769231,3
"AC055813.1",3,0,5,8,37.5,3
"AC069287.1",3,0,2,5,60,3
"AC074138.3",3,1,21,25,12,4
"AC074323.1",3,0,2,5,60,3
"AC074338.5",3,0,4,7,42.8571428571429,3
"AC080032.1",3,0,4,7,42.8571428571429,3
"AC091697.1",3,0,8,11,27.2727272727273,3
"AC092675.3",3,0,6,9,33.3333333333333,3
"AC093415.2",3,0,5,8,37.5,3
"AC097461.4",3,0,5,8,37.5,3
"AC100830.4",3,0,8,11,27.2727272727273,3
"AC100830.5",3,0,8,11,27.2727272727273,3
"AC104655.2",3,0,5,8,37.5,3
"AC105053.3",3,0,16,19,15.7894736842105,3
"AC106782.20",3,0,5,8,37.5,3
"AC120194.1",3,0,6,9,33.3333333333333,3
"AC121757.1",3,0,6,9,33.3333333333333,3
"AC130469.2",3,0,1,4,75,3
"AC130689.1",3,0,2,5,60,3
"AC131971.1",3,0,1,4,75,3
"AC133528.2",3,0,4,7,42.8571428571429,3
"AC135048.1",3,0,13,16,18.75,3
"AC135050.5",3,0,7,10,30,3
"AC144652.1",3,0,20,23,13.0434782608696,3
"ACAD11",3,1,20,24,12.5,4
"ACAD9",3,0,1,4,75,3
"ACADM",3,1,14,18,16.6666666666667,4
"ACADS",3,0,5,8,37.5,3
"ACO2",3,0,4,7,42.8571428571429,3
"ACSF3",3,0,1,4,75,3
"ACSL1",3,0,12,15,20,3
"ACSS1",3,0,7,10,30,3
"ACY1",3,1,5,9,33.3333333333333,4
"AD000684.2",3,0,10,13,23.0769230769231,3
"ADAMTS10",3,0,2,5,60,3
"ADAMTS4",3,0,7,10,30,3
"ADCY4",3,0,11,14,21.4285714285714,3
"ADM",3,0,16,19,15.7894736842105,3
"ADORA2A-AS1",3,0,1,4,75,3
"ADORA3",3,0,4,7,42.8571428571429,3
"ADPGK",3,0,7,10,30,3
"ADPGK-AS1",3,0,7,10,30,3
"AF213884.2",3,0,16,19,15.7894736842105,3
"AFAP1L1",3,0,5,8,37.5,3
"AFMID",3,0,0,3,100,3
"AGO2",3,0,7,10,30,3
"AGPAT6",3,0,1,4,75,3
"AHCTF1",3,0,24,27,11.1111111111111,3
"AHCYL1",3,0,7,10,30,3
"AHCYL2",3,0,7,10,30,3
"AHCYP7",3,0,8,11,27.2727272727273,3
"AHSP",3,0,6,9,33.3333333333333,3
"AJUBA",3,0,6,9,33.3333333333333,3
"AK5",3,0,1,4,75,3
"AKAP11",3,0,2,5,60,3
"AKAP8L",3,0,3,6,50,3
"AKIP1",3,0,3,6,50,3
"AL021546.6",3,0,7,10,30,3
"AL022476.2",3,0,3,6,50,3
"AL079342.1",3,0,23,26,11.5384615384615,3
"AL096677.1",3,0,16,19,15.7894736842105,3
"AL117190.1",3,0,6,9,33.3333333333333,3
"AL136987.1",3,0,6,9,33.3333333333333,3
"AL138837.1",3,0,7,10,30,3
"AL139139.1",3,1,2,6,50,4
"AL139333.1",3,0,19,22,13.6363636363636,3
"AL157902.3",3,1,11,15,20,4
"AL354833.1",3,0,4,7,42.8571428571429,3
"AL354833.2",3,0,4,7,42.8571428571429,3
"AL354833.3",3,0,4,7,42.8571428571429,3
"AL359836.1",3,0,3,6,50,3
"AL390776.1",3,0,8,11,27.2727272727273,3
"AL391559.1",3,0,14,17,17.6470588235294,3
"AL513185.1",3,0,1,4,75,3
"AL583832.1",3,0,5,8,37.5,3
"AL645941.1",3,0,4,7,42.8571428571429,3
"ALDH1L2",3,0,9,12,25,3
"ALG11",3,0,19,22,13.6363636363636,3
"ALG8",3,0,6,9,33.3333333333333,3
"ALG9",3,0,10,13,23.0769230769231,3
"ALKBH4",3,0,2,5,60,3
"ALX4",3,0,4,7,42.8571428571429,3
"ALYREF",3,0,8,11,27.2727272727273,3
"AMIGO1",3,0,3,6,50,3
"AMPD3",3,0,16,19,15.7894736842105,3
"ANAPC11",3,0,8,11,27.2727272727273,3
"ANAPC2",3,1,2,6,50,4
"ANKEF1",3,0,10,13,23.0769230769231,3
"ANKLE2",3,0,3,6,50,3
"ANKRA2",3,0,7,10,30,3
"ANKRD16",3,0,4,7,42.8571428571429,3
"ANKRD31",3,0,10,13,23.0769230769231,3
"ANKRD44",3,0,15,18,16.6666666666667,3
"ANKRD49",3,0,11,14,21.4285714285714,3
"ANKRD52",3,0,7,10,30,3
"ANO7P1",3,0,1,4,75,3
"ANXA1",3,0,3,6,50,3
"ANXA4",3,0,7,10,30,3
"AP000442.1",3,0,2,5,60,3
"AP001362.1",3,0,1,4,75,3
"AP001412.1",3,0,6,9,33.3333333333333,3
"AP001442.2",3,0,2,5,60,3
"AP003068.9",3,0,1,4,75,3
"AP003733.1",3,0,7,10,30,3
"AP1G1",3,0,11,14,21.4285714285714,3
"AP1M1",3,0,1,4,75,3
"APBB3",3,0,7,10,30,3
"APC",3,0,14,17,17.6470588235294,3
"APOD",3,0,1,4,75,3
"APOE",3,0,4,7,42.8571428571429,3
"AQR",3,0,18,21,14.2857142857143,3
"ARHGAP21",3,0,7,10,30,3
"ARHGAP31-AS1",3,0,11,14,21.4285714285714,3
"ARHGEF1",3,0,5,8,37.5,3
"ARHGEF10L",3,0,0,3,100,3
"ARID4B",3,0,7,10,30,3
"ARIH1",3,0,16,19,15.7894736842105,3
"ARL3",3,0,3,6,50,3
"ARL6",3,0,11,14,21.4285714285714,3
"ARMC12",3,0,8,11,27.2727272727273,3
"ARTN",3,0,5,8,37.5,3
"ASB13",3,0,7,10,30,3
"ASB15",3,0,13,16,18.75,3
"ASB16",3,0,2,5,60,3
"ASCC3",3,2,12,17,17.6470588235294,5
"ASH1L",3,0,10,13,23.0769230769231,3
"ASIC3",3,0,4,7,42.8571428571429,3
