"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","nb_enhancer_changed"
"WDR76",-3.18939288463679,2612.2142529106,-2.56499344777818,0.0134389525833255,0.367363507444565,-4.5786303321232,0,1,0,1,1
"WDR87",-1.91249128894613,14.2180956841069,-2.15986575902628,0.0357153735400422,0.464572726804363,-4.58390524294962,1,0,10,11,1
"WISP1",-0.909227518625934,4.43758768399767,-4.24662845063892,9.67990682255171e-05,0.0857106810662439,-4.55335550670101,1,0,37,38,1
"WNK2",-1.80308033275572,28.2257362581204,-3.13608110604749,0.00289695027674415,0.236934035626311,-4.57044602130526,0,1,3,4,1
"WNT7B",-0.953322382476148,2.62409761099091,-2.44932240183352,0.0179439275367337,0.388215875418747,-4.58018993778511,1,0,9,10,1
"ZBBX",-0.995391859201585,5.30047301547098,-2.41795796283771,0.0193809381272686,0.397805478505859,-4.58060590650147,1,0,20,21,1
"ZFHX4",-1.3820325977129,13.4002082187281,-2.35640435407052,0.0225058291213294,0.415335982314148,-4.58141322170028,0,1,6,7,1
"ZNF165",-2.15040594513429,151.398460592577,-2.4785164052599,0.0166935591084132,0.386160048109762,-4.57980004316421,1,0,15,16,1
"ZNF438",-3.25791520300211,2740.07989823478,-2.48980693408009,0.0162315209109244,0.385364131889765,-4.57964856624415,2,0,5,7,2
"ZP4",-1.00570846000252,1.60636743119662,-2.18711914036793,0.0335480525928987,0.464572726804363,-4.58356788257875,1,0,1,2,1
